Nom_exploitant;Raison_sociale;Description_infraction;Adresse_lieu_infraction;Type_etablissement;Information_etablissement;Date_infraction;Date_jugement;Date_publication;Amende;SOC_CD_LOI;SOC_NOM_LOI;SOC_CD_REGL;SOC_NOM_REGL;SOC_CD_ARTCL_INFRC;SOC_NOM_ARTCL_INFRC;SOC_CD_POURS;SOC_DESC_POURS;SOC_CD_REGRP_TYP_ENTT;SOC_DESC_REGRP_TYP_ENTT;
RESTAURANT ROSA-BELLA INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;1515 PLACE DE L'HOTEL-DE-VILLE SAINT-BRUNO-DE-MONTARVILLE, (QC) J3V5Y6;RESTAURANT;;2023-03-07 00:00;2023-11-07 00:00;2023-11-10 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9385-9064 QUEBEC INC.;RESTAURANT SIAMTHAI;A EXPLOITE UN ETABLISSEMENT OU DES PERSONNES, QUI SONT EN CONTACT AVEC LES PRODUITS OU AVEC LE MATERIEL ET LES EQUIPEMENTS EUX-MEMES EN CONTACT AVEC LES PRODUITS, NE S'ETAIENT PAS LAVEES LES MAINS ET AVANT-BRAS AVEC DE L'EAU CHAUDE ET DU SAVON LIQUIDE OU EN POUDRE DISPENSE PAR UN DISTRIBUTEUR, APRES AVOIR MANIPULE DES ALIMENTS CRUS ET CHAQUE FOIS QU'IL Y A RISQUE DE CONTAMINATION POUR LES PRODUITS.;502 BOUL. IBERVILLE REPENTIGNY, (QC) J6A6H9;RESTAURANT;;2022-11-03 00:00;2024-04-12 00:00;2024-04-25 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.1          ;LAVAGE DES MAINS;1;MAPAQ;21;RESTAURATION;
CREATION PASSION TRAITEUR INC.;;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;90 5E AVENUE PINCOURT, (QC) J7V5K7;TRAITEUR;;2023-02-22 00:00;2023-07-20 00:00;2023-07-31 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
9313-2827 QUEBEC INC.;;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS. (RECIDIVE);334 RUE NOTRE-DAME REPENTIGNY, (QC) J6A2S2;RESTAURANT;;2022-10-28 00:00;2024-04-12 00:00;2024-04-25 00:00;2 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
AUBE CHRISTIAN;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;3931 ROUTE 169 SAINT-FELICIEN, (QC) G8K3B6;ELEVEUR BOVINS BOUCHERIE;;2023-07-21 00:00;2024-06-11 00:00;2024-08-29 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;2;PRODUITS CARNÉS;
CHABOT MARIE-JOSEE;;ETAIT GARDIEN DE 15 CHATS OU CHIENS ET PLUS SANS ETRE TITULAIRE D,UN PERMIS DELIVRE A CETTE FIN PAR LE MINISTRE.;37 6E RANG EST DAVELUYVILLE, (QC) G0Z1C0;CHATS/CHIENS 15+;;2023-01-25 00:00;2024-11-15 00:00;2024-11-22 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;16;PERMIS PROPRIÉTAIRE/GARDIEN CHATS-CHIENS 15 ET +;1;MAPAQ;32;BIEN-ETRE ANIM.;
RACOVICEANU ALEXANDRU;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;11150 ROUTE DES CYPRES BECANCOUR, (QC) G9H3M6;BIEN-ETRE ANIMAL;;2023-02-07 00:00;2024-03-25 00:00;2024-03-27 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
CHABOT MARIE-JOSEE;;ETANT GARDIEN D'UN ANIMAL, N'A PAS ENREGISTRE ET TENU A JOUR UN REGISTRE CONTENANT LES INFORMATIONS PREVUES A L'ARTICLE 45 DU REGLEMENT SUR LE BIEN-ETRE ET LA SECURITE DES CHATS ET DES CHIENS.;37 6E RANG EST DAVELUYVILLE, (QC) G0Z1C0;CHATS/CHIENS 15+;;2023-03-13 00:00;2024-11-15 00:00;2024-11-22 00:00;1 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;r.10.1         ;REGL. SUR LA SECURITE ET BIEN-ETRE CHATS ET CHIENS;45;ENREGISTREMENT ET TENU DE REGISTRE;1;MAPAQ;32;BIEN-ETRE ANIM.;
AMIRAL DELICE INC.;AMIRAL;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;365 BOULEVARD ALEXANDRE-TACHE GATINEAU, (QC) J9A1M4;REST. SERVICE RAPIDE;;2023-06-20 00:00;2024-03-28 00:00;2024-04-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
FERME J.C.P. RUEST LTEE;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;48 RANG 1 NEIGETTE-EST SAINT-ANACLET-DE-LESSARD, (QC) G0K1H0;FERME LAITIERE;;2023-04-06 00:00;2024-06-20 00:00;2024-07-04 00:00;5 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;5;LAIT;
RICHARDS CRAIG;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;653 ROUTE 202 HEMMINGFORD, (QC) J0L1H0;BIEN-ETRE ANIMAL;;2023-05-29 00:00;2023-12-18 00:00;2024-01-04 00:00;3 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
FERME ARMHURST INC.;;ETANT GARDIEN, PROPRIETAIRE OU IMPORTATEUR D'ANIMAUX, NE LES A PAS IDENTIFIES OU FAIT IDENTIFIER ET MAINTENUS IDENTIFIES.;7858 CHEMIN DUNDEE CENTRE DUNDEE, (QC) J0S1L0;FERME LAITIERE;;2023-05-24 00:00;2023-12-12 00:00;2024-01-04 00:00;625 $ ;P-42;Loi sur la protection sanitaire des animaux (RLRQ, chapitre P-42);r.7.           ;REGL. SUR L'IDENTIFICATION ET TRACABILTE DE CERTAINS ANIMAUX;8 al.1              ;OBLIGATION D'IDENTIFIER UN ANIMAL;1;MAPAQ;5;LAIT;
9207-5936 QUEBEC INC.;ROTISSERIE LA VICTORIENNE;A EXPLOITE UN ETABLISSEMENT DONT LES EQUIPEMENTS, LES MATERIAUX ET LES USTENSILES SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;1231 RUE NOTRE-DAME LAVALTRIE, (QC) J5T1R7;RESTAURANT;;2023-05-31 00:00;2023-12-04 00:00;2023-12-13 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
ETHIER MARIE-PIER;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;567 CHEMIN WILLIAMS HEMMINGFORD, (QC) J0L1H0;BIEN-ETRE ANIMAL;;2023-09-06 00:00;2024-05-15 00:00;2024-06-10 00:00;3 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
FERME IJP INC.;;A TITRE DE PRODUCTEUR AGRICOLE, A FAIT DEFAUT DE DISPOSER DES VIANDES NON COMESTIBLES CONFORMEMENT A L'ARTICLE 7.3.1 DU REGLEMENT SUR LES ALIMENTS.;1129 RANG 1 SAINT-FREDERIC, (QC) G0N1P0;ELEVEUR PORCIN MATERNITE;;2023-05-19 00:00;2024-05-07 00:00;2024-05-16 00:00;5 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;7.3.1               ;DISPOSITION DES VIANDES NON COMESTIBLES;1;MAPAQ;2;PRODUITS CARNÉS;
9313-5697 QUEBEC INC.;LA PATATE D'ANTAN;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION ET A L'ENTREPOSAGE DES PRODUITS N'ETAIENT PAS PROPRES.;369 RUE PRINCIPALE SAINT-DONAT, (QC) J0T2C0;REST. SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-06-02 00:00;2024-05-02 00:00;2024-05-16 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9367-5650 QUEBEC INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;1007 BOUL. DES SEIGNEURS TERREBONNE, (QC) J6W3W5;RESTAURANT;;2023-07-10 00:00;2023-11-28 00:00;2023-12-01 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9394-7679 QUEBEC INC.;LES DELICES TANDOORI;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS, LES MATERIAUX ET LES USTENSILES SERVANT A LA PREPARATION ET A L'ENTREPOSAGE DES PRODUITS N'ETAIENT PAS PROPRES. (RECIDIVE);11 BOUL. RENE-LEVESQUE OUEST QUEBEC, (QC) G1R2A3;RESTAURANT;;2022-06-14 00:00;2023-10-20 00:00;2023-10-30 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9339-1159 QUEBEC INC.;BISTRO GALERIE DES VIANDES;A EXPLOITE UN ETABLISSEMENT DONT LES EQUIPEMENTS, LES MATERIAUX ET LES USTENSILES SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;1200 CHEMIN SAINT-JEAN LA PRAIRIE, (QC) J5R2L7;RESTAURANT;;2022-05-25 00:00;2023-08-18 00:00;2023-08-29 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
CHOUINARD MARIE-SOLEIL;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;273 (EN FACE) CHEMIN STANHOPE COATICOOK, (QC) J1A2S2;BIEN-ETRE ANIMAL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2021-12-07 00:00;2023-09-27 00:00;2023-10-23 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
FERME REGUET S.E.N.C.;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;521 CHEMIN DE LA GROSSE-ILE LYSTER, (QC) G0S1V0;BIEN-ETRE ANIMAL;;2022-02-25 00:00;2023-11-08 00:00;2023-11-20 00:00;5 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;2;PRODUITS CARNÉS;
SAVARD JOCELYNE;;ETAIT GARDIEN DE 15 CHATS OU CHIENS ET PLUS SANS ETRE TITULAIRE D'UN PERMIS DELIVRE A CETTE FIN PAR LE MINISTRE.;1747 RANG DES DUSSAULT SAINT-ALEXANDRE, (QC) J0J1S0;BIEN-ETRE ANIMAL;;2022-03-15 00:00;2023-04-13 00:00;2023-04-24 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;16 al.1             ;PERMIS REQUIS PROPRIO-GARIEN CHATS-CHIENS 15+;1;MAPAQ;32;BIEN-ETRE ANIM.;
ROY CAROLE;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;868 8E RANG SAINT-FELIX-DE-KINGSEY, (QC) J0B2T0;BIEN-ETRE ANIMAL;;2022-02-15 00:00;2023-05-16 00:00;2023-05-29 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
ROY CAROLE;;ETANT GARDIEN D'UN ANIMAL, N'A PAS TENU A JOUR UN REGISTRE CONTENANT LES INFORMATIONS PREVUES A L'ARTICLE 45 DU REGLEMENT.;868 8E RANG SAINT-FELIX-DE-KINGSEY, (QC) J0B2T0;BIEN-ETRE ANIMAL;;2022-02-15 00:00;2023-05-16 00:00;2023-05-29 00:00;1 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;r.10.1         ;REGL. SUR LA SECURITE ET BIEN-ETRE CHATS ET CHIENS;45 al.1             ;REGISTRE;1;MAPAQ;32;BIEN-ETRE ANIM.;
FERME REGUET S.E.N.C.;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QU'IL SOIT GARDE DANS UN LIEU SALUBRE, PROPRE, CONVENABLE, SUFFISAMMENT ESPACE ET ECLAIRE.;521 CHEMIN DE LA GROSSE-ILE LYSTER, (QC) G0S1V0;BIEN-ETRE ANIMAL;;2021-11-03 00:00;2023-11-08 00:00;2023-11-20 00:00;5 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1(2)           ;BIEN-ETRE ET SECURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;2;PRODUITS CARNÉS;
FERME REGUET S.E.N.C.;;A EXPLOITE UN LIEU OU SE TROUVENT DES ANIMAUX DONT LES PRODUITS SONT DESTINES A LA CONSOMMATION HUMAINE SANS Y MAINTENIR LES LIEUX ET LE MATERIEL PROPRE(S). (ETAT GENERALISE);521 CHEMIN DE LA GROSSE-ILE LYSTER, (QC) G0S1V0;FERME LAITIERE;;2021-11-03 00:00;2023-11-08 00:00;2023-11-20 00:00;5 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);               ;;3.1 al.1            ;INSALUBRITE;1;MAPAQ;2;PRODUITS CARNÉS;
LACHANCE BENOIT;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;8091 BOUL. RIDEAU ROUYN-NORANDA, (QC) J0Z2X0;BIEN-ETRE ANIMAL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-28 00:00;2023-09-05 00:00;2023-09-19 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
MONK CHRISTY;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;489 48E RUE EST VENISE-EN-QUEBEC, (QC) J0J2K0;BIEN-ETRE ANIMAL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-11 00:00;2023-07-28 00:00;2023-08-08 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
9050-2196 QUEBEC INC.;TIM HORTON;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;400 MONTEE DES PIONNIERS TERREBONNE, (QC) J6V1S6;RESTAURANT SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-09 00:00;2024-01-12 00:00;2024-01-23 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9362-7636 QUEBEC INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS, LES MATERIAUX ET LES USTENSILES SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES. (RECIDIVE);1667 RUE PRINCIPALE GRANBY, (QC) J2J0M9;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-05-31 00:00;2023-02-14 00:00;2023-02-21 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
DAGENAIS JOHANNE;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;1316 MONTEE HOPE SAINTE-CLOTILDE, (QC) J0K1V0;BIEN-ETRE ANIMAL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-03-15 00:00;2024-07-30 00:00;2024-08-29 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
FMI ATLANTIC INC.;POULET FRIT KENTUCKY (KFC) # 1246;A TITRE D'EXPLOITANT VISE A L'ARTICLE 3.1, N'A PAS UTILISE DES LIEUX, CONÇU(S), CONSTRUIT(S) ET ENTRETENU(S) DE MANIERE A NE PAS CONTAMINER LES PRODUITS.;1689 BOUL. DES LAURENTIDES LAVAL, (QC) H7M2P3;REST. SERVICE RAPIDE;;2022-07-21 00:00;2023-05-01 00:00;2023-05-09 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);               ;;3.2 al.1(2)         ;UTILISATION LIEU DE FACON HYGIENIQUE;1;MAPAQ;21;RESTAURATION;
L'ECHOPPE DES FROMAGES INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;205 AVE. SAINT-DENIS SAINT-LAMBERT, (QC) J4P2G4;EVENEMENT SPECIAL;;2022-07-07 00:00;2023-04-28 00:00;2023-05-09 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
BOISVERT MARC;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SA CAGE OU SON ENCLOS SOIT D'UNE DIMENSION SUFFISANTE POUR QUE L'ANIMAL PUISSE S'Y TENIR DEBOUT ET S'Y ASSEOIR NORMALEMENT, S'Y RETOURNER FACILEMENT, S'Y ETIRER COMPLETEMENT ET S'Y ALLONGER SUR LE COTE, LES MEMBRES EN PLEINE EXTENSION.;851 RUE SCOTT GRANBY, (QC) J2H0L1;BIEN-ETRE ANIMAL;;2022-07-14 00:00;2023-06-02 00:00;2023-06-20 00:00;1 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;r.10.1         ;REGL. SUR LA SECURITE ET BIEN-ETRE CHATS ET CHIENS;13 al.1             ;ESPACE SUFFISANT CAGE OU ENCLOS;1;MAPAQ;32;BIEN-ETRE ANIM.;
BOUDREAU BRIGITTE;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;475 RUE ROYALE FARNHAM, (QC) J2N1X5;BIEN-ETRE ANIMAL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-07-28 00:00;2024-02-16 00:00;2024-02-28 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
ILIC ANITA;;ETAIT GARDIEN DE 15 CHATS OU CHIENS ET PLUS SANS ETRE TITULAIRE D'UN PERMIS DELIVRE A CETTE FIN PAR LE MINISTRE.;417 AVENUE PIE X SAINT-CHRISTOPHE-D'ARTHABASKA, (QC) G6R0M5;BIEN-ETRE ANIMAL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-12-05 00:00;2024-05-28 00:00;2024-06-03 00:00;2 500 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;16;PERMIS PROPRIÉTAIRE/GARDIEN CHATS-CHIENS 15 ET +;1;MAPAQ;32;BIEN-ETRE ANIM.;
SUPER MARCHE PLOUFFE INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;20 AVENUE DES PINS BEDFORD, (QC) J0J1A0;HYPERMARCHE;;2022-08-10 00:00;2023-05-15 00:00;2023-05-25 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;20;DÉTAIL;
MONTREUIL LUCILLE;RESTO DE LA MONTEE 2021 ENR;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;316 MONTEE DU COMTE LES COTEAUX, (QC) J7X1A8;RESTAURANT;;2022-10-07 00:00;2023-06-20 00:00;2023-07-03 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
CSH STE-MARTHE INC.;RESIDENCE STE-MARTHE;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;675 RUE ST-PIERRE OUEST SAINT-HYACINTHE, (QC) J2T1N7;CENTRE D'ACCUEIL;;2022-10-18 00:00;2023-05-17 00:00;2023-05-29 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
POPESCU IOAN;FROMAGERIE CARPATI INC.;ETANT UNE PERSONNE SE TROUVANT SUR LES LIEUX D'UN ETABLISSEMENT OU SE TROUVE UN PRODUIT QU'UNE PERSONNE AUTORISEE DESIRE EXAMINER, N'A PAS FACILITE L'ACCES AU LIEU A LA PERSONNE AUTORISEE DANS L'EXERCICE DE SES FONCTIONS.;5270 ROUTE HARWOOD VAUDREUIL-DORION, (QC) J7V0K2;USINE PRODUITS LAITIERS;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-08-10 00:00;2024-02-01 00:00;2024-02-28 00:00;2 500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);               ;;35;ENTRAVE;1;MAPAQ;5;LAIT;
BOUCHERIE D'ESCOMPTE G.A. INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;229 BOUL. FISET SOREL-TRACY, (QC) J3P3P8;BOUCHERIE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-09-21 00:00;2023-05-10 00:00;2023-05-17 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;20;DÉTAIL;
