country,continent,region,year,life_expectancy,fertility,population,gdp,infant_mortality,literacy,educ,oil_prod,net_users,area,roadways,country_code
Peru,Americas,South America,2000,74.6,2.93,25914875,53290390318,29.6,NA,2.8,69300,>35%,1285216,0.10945397505166447,PER
Philippines,Asia,South-Eastern Asia,2000,69.1,3.81,77932247,81026294681,29.9,NA,2.7,21000,>35%,300000,0.7105033333333334,PHL
Poland,Europe,Eastern Europe,2000,73.8,1.34,38486305,171276118424,8.1,NA,5.2,19260,>60%,312685,1.3177319027135936,POL
Portugal,Europe,Southern Europe,2000,76.8,1.47,10278542,117299520914,5.5,NA,5.6,0,>60%,92090,0.9002063199044413,PRT
Puerto Rico,Americas,Caribbean,2000,75.6,1.9,3796981,61701800000,NA,NA,NA,0,>35%,13790,1.9479332849891227,PRI
Qatar,Asia,Western Asia,2000,74.7,3.24,593453,17759889598,10.6,NA,2.5,1540000,>60%,11586,0.8484377697220784,QAT
Romania,Europe,Eastern Europe,2000,71.1,1.27,22128139,37052636395,23.2,NA,4.2,83350,>35%,238391,0.35313833156453056,ROU
Russia,Europe,Eastern Europe,2000,65.1,1.2,146400951,259708496267,19.7,NA,4.1,10840000,>35%,17098242,0.07505958799740932,RUS
Rwanda,Africa,Eastern Africa,2000,49.2,5.9,8021875,1734921293,109.2,NA,5.1,0,>5%,26338,0.17844938871592375,RWA
St. Lucia,Americas,Caribbean,2000,72,2.31,156949,721059216.7,15.2,NA,4.1,0,>60%,616,1.9642857142857142,LCA
St. Vincent and the Grenadines,Americas,Caribbean,2000,69.1,2.38,107897,397447006.7,19.2,NA,5.1,0,>60%,389,2.1311053984575836,VCT
Samoa,Oceania,Polynesia,2000,70.8,4.5,174614,245617503,18.5,NA,5.8,0,>5%,2831,0.825503355704698,WSM
Saudi Arabia,Asia,Western Asia,2000,76.8,3.99,21392273,188441864875,19.4,NA,5.1,9735000,>35%,2149690,0.10297856900297252,SAU
Senegal,Africa,Western Africa,2000,59.7,5.56,9860578,4691828357,68.5,NA,5.6,0,>15%,196722,0.07120708410853896,SEN
Serbia,Europe,Southern Europe,2000,72.1,1.64,9463306,6082791506,10.9,NA,4.8,16840,>35%,77474,0.5711335415752381,SRB
Seychelles,Africa,Eastern Africa,2000,70.9,2.15,81154,614879764.8,12.3,NA,3.6,0,>35%,455,1.1164835164835165,SYC
Sierra Leone,Africa,Western Africa,2000,51.5,5.92,4060709,635876870.1,143.3,NA,2.9,0,>0%,71740,0.15751324226373015,SLE
Singapore,Asia,South-Eastern Asia,2000,78.3,1.6,3918183,95922652586,3.1,NA,3,0,>60%,697,4.913916786226686,SGP
Slovak Republic,Europe,Eastern Europe,2000,73.3,1.27,5386065,28724041828,10.2,NA,4.2,200,>60%,49035,0.8956051799734883,SVK
Slovenia,Europe,Southern Europe,2000,76.1,1.21,1988652,19979467790,4.5,NA,5.7,5,>60%,20273,1.923001035860504,SVN
Solomon Islands,Oceania,Melanesia,2000,61.7,4.72,412336,435101217.2,27.4,NA,7.3,0,>5%,28896,0.048103543743078625,SLB
South Africa,Africa,Southern Africa,2000,56.4,2.87,44896856,132877648091,54,NA,6,3000,>35%,1219090,0.6127636187648163,ZAF
Spain,Europe,Southern Europe,2000,79.2,1.22,40749800,580345494748,5.4,NA,5,6419,>60%,505370,1.3518313314996933,ESP
Sri Lanka,Asia,Southern Asia,2000,72.4,2.24,18783745,16330810304,14,NA,1.7,0,>15%,65610,1.738957475994513,LKA
Sudan,Africa,Northern Africa,2000,62.4,5.44,28079664,12366140066,67.8,NA,NA,64770,>15%,1861484,0.0063927490110041235,SDN
Suriname,Americas,South America,2000,69.7,2.74,480751,892164328.2,30.2,NA,NA,15000,>35%,163820,0.026272738371383227,SUR
Swaziland,Africa,Southern Africa,2000,48.8,4.21,1063715,1524452437,84,NA,8.3,0,>15%,17364,0.20697995853489978,SWZ
Sweden,Europe,Northern Europe,2000,79.7,1.56,8872284,247260155858,3.4,NA,7,0,>60%,450295,1.2870762500138797,SWE
Switzerland,Europe,Western Europe,2000,79.8,1.44,7165581,249918732455,4.6,NA,5.2,0,>60%,41277,1.7313273735978874,CHE
Syria,Asia,Western Asia,2000,74.4,3.96,16354050,19325894913,19.8,NA,5.1,22660,>15%,185180,0.3773247650934226,SYR
Tajikistan,Asia,Central Asia,2000,65.8,3.95,6186152,860550294.3,74.3,NA,3.9,206,>15%,143100,0.19403913347309573,TJK
Tanzania,Africa,Eastern Africa,2000,54.3,5.69,33991590,10185786171,80.3,NA,6.2,0,>5%,947300,0.09128259263169007,TZA
Thailand,Asia,South-Eastern Asia,2000,70.7,1.68,62693322,122725247706,19.1,NA,5.8,232900,>15%,513120,0.35089842531961335,THA
Timor-Leste,Asia,South-Eastern Asia,2000,60.7,7.11,847185,316200000,86.3,NA,9.4,76490,>0%,14874,0.4060777195105553,TLS
Togo,Africa,Western Africa,2000,56.7,5.29,4874735,1294243543,76.2,NA,4.5,0,>0%,56785,0.20519503389979749,TGO
Tonga,Oceania,Polynesia,2000,69.6,4.25,97898,188623258.5,15.1,NA,3.9,0,>35%,747,0.9103078982597055,TON
Trinidad and Tobago,Americas,Caribbean,2000,69.5,1.75,1267980,8154315708,25.3,NA,3.2,81260,>60%,5128,1.6224648985959438,TTO
Tunisia,Africa,Northern Africa,2000,75,2.11,9699192,21473261837,26.3,NA,6.2,55050,>35%,163610,0.11868467697573498,TUN
Turkey,Asia,Western Asia,2000,73.8,2.45,63240157,266567531990,32.1,NA,2.9,47670,>35%,783562,0.492300545457794,TUR
Turkmenistan,Asia,Central Asia,2000,63.7,2.84,4501419,2904662605,66.1,NA,NA,242900,>5%,488100,0.12004097520999796,TKM
Uganda,Africa,Eastern Africa,2000,49.1,6.87,23757636,6193246632,90,NA,3.3,0,>15%,241038,0.08297446875596379,UGA
Ukraine,Europe,Eastern Europe,2000,67.3,1.14,48746269,31261527363,15.8,NA,6.2,40490,>35%,603550,0.28115980449010025,UKR
United Arab Emirates,Asia,Western Asia,2000,73.3,2.64,3050128,104337375343,9.6,NA,NA,2820000,>60%,83600,0.04880382775119617,ARE
United Kingdom,Europe,Northern Europe,2000,77.8,1.68,58867004,1477200786806,5.6,NA,6.2,787200,>60%,243610,1.619096096219367,GBR
United States,Americas,Northern America,2000,76.9,2.05,282895741,9898800000000,7.1,NA,5.4,8653000,>60%,9826675,0.6702786039021338,USA
Uruguay,Americas,South America,2000,74.6,2.24,3321242,22823255806,14.6,NA,4.5,0,>35%,176215,0.44112022245552307,URY
Uzbekistan,Asia,Central Asia,2000,67.6,2.74,24518222,13760374488,52.7,NA,NA,64810,>35%,447400,0.19333035315154223,UZB
Vanuatu,Oceania,Melanesia,2000,62.5,4.37,185058,272014693.1,23.8,NA,5,0,>5%,12189,0.08778406760193617,VUT
Venezuela,Americas,South America,2000,73.8,2.82,24481477,117147614566,18.5,NA,6.9,2500000,>35%,912050,0.10542733402773971,VEN
West Bank and Gaza,Asia,Western Asia,2000,74.4,5.4,3223781,4113261233,24.9,NA,NA,NA,NA,360,NA,PSE
Vietnam,Asia,South-Eastern Asia,2000,72,1.98,80285563,31172517272,26.1,NA,6.3,298400,>35%,331210,0.6238730714652335,VNM
Yemen,Asia,Western Asia,2000,62.4,6.36,17795219,9636342275,69,NA,5.2,125100,>15%,527968,0.1350460633977817,YEM
Zambia,Africa,Eastern Africa,2000,44.8,6.07,10585220,3237716325,97.6,NA,1.3,0,>15%,752618,0.05375103970407298,ZMB
Zimbabwe,Africa,Eastern Africa,2000,47.9,4.07,12499981,6689957610,63.5,NA,2.5,0,>15%,390757,0.24891940515461014,ZWE
Albania,Europe,Southern Europe,2001,75.1,2.29,3124093,3944714844,22.1,NA,3.3,20510,>35%,28748,0.626130513427021,ALB
Algeria,Africa,Northern Africa,2001,73.5,2.44,31590320,56214597843,33.3,NA,4.3,1420000,>15%,2381741,0.047719294415303766,DZA
Angola,Africa,Middle Africa,2001,52.5,6.81,15562791,9416016124,126.9,NA,3.5,1742000,>15%,1246700,0.0412521055586749,AGO
Antigua and Barbuda,Americas,Caribbean,2001,74.1,2.31,78972,820275710.9,13,NA,2.4,0,>60%,443,2.641083521444695,ATG
Argentina,Americas,South America,2001,74.3,2.42,37471535,271673657736,17.6,NA,6.3,532100,>35%,2780400,0.08321608401668824,ARG
Armenia,Asia,Western Asia,2001,71.4,1.2,3060036,2094244952,25.3,NA,3.3,0,>35%,29743,0.2590525501798743,ARM
Aruba,Americas,Caribbean,2001,73.85,1.85,92894,1845780110,NA,NA,6,0,>60%,180,NA,ABW
Australia,Oceania,Australia and New Zealand,2001,80.1,1.73,19308681,425523831426,5,NA,5.6,354300,>60%,7741220,0.10634202360868183,AUS
Austria,Europe,Western Europe,2001,78.6,1.33,8078877,193717569560,4.5,NA,5.9,21760,>60%,83871,1.484517890570042,AUT
Azerbaijan,Asia,Western Asia,2001,67.2,2.01,8195648,5794606298,56.8,NA,2.4,845900,>35%,86600,0.6113394919168591,AZE
Bahamas,Americas,Caribbean,2001,70.3,1.99,303138,6493689921,12.9,NA,NA,0,>60%,13880,0.19452449567723343,BHS
Bahrain,Asia,Western Asia,2001,74.3,2.72,694893,8337342675,10.5,NA,2.6,49500,>60%,760,5.423684210526316,BHR
Bangladesh,Asia,Southern Asia,2001,65.4,3.01,133776064,49610300682,61.4,NA,2.2,4000,>5%,143998,0.14770344032556007,BGD
Barbados,Americas,Caribbean,2001,74.4,1.78,270686,2429524573,15.1,NA,5.6,1000,>60%,430,3.7209302325581395,BRB
Belarus,Europe,Eastern Europe,2001,68,1.22,9891535,13338711930,10.3,NA,5.1,30000,>35%,207600,0.41614643545279384,BLR
Belgium,Europe,Western Europe,2001,78,1.65,10311331,234552028142,4.6,NA,6.6,0,>60%,30528,5.0449423480083855,BEL
Belize,Americas,Central America,2001,68.8,3.49,254989,873319741.8,20.5,NA,6.6,1818,>15%,22966,0.12496734302882521,BLZ
Benin,Africa,Western Africa,2001,57.4,5.9,7174911,2367580619,87.4,NA,5.3,0,>0%,112622,0.14206815719841595,BEN
Bhutan,Asia,Southern Asia,2001,67.5,3.42,580784,457700055.2,56.1,NA,4.7,0,>15%,38394,0.27551179871854975,BTN
Bolivia,Americas,South America,2001,68.3,4.06,8496378,8539261261,56.2,NA,6.9,51130,>35%,1098581,0.07326542148462425,BOL
Bosnia and Herzegovina,Europe,Southern Europe,2001,76.2,1.33,3799747,5748247772,7.5,NA,NA,0,>60%,51197,0.4477996757622517,BIH
Botswana,Africa,Southern Africa,2001,46.5,3.32,1762531,5832008813,51.4,NA,9.5,0,>5%,581730,0.030797792790469805,BWA
Brazil,Americas,South America,2001,71.1,2.32,178419396,653149809199,26.1,NA,5.8,2255000,>35%,8514877,0.18567079712366955,BRA
Brunei,Asia,South-Eastern Asia,2001,76.1,2.34,337074,6165827450,7.5,NA,3.5,126500,>60%,5765,0.5254119687771032,BRN
Bulgaria,Europe,Eastern Europe,2001,71.8,1.2,7934389,13439228305,17.1,NA,4.1,1000,>35%,110879,0.1759756130556733,BGR
Burkina Faso,Africa,Western Africa,2001,53.2,6.53,11943740,2784535504,95,NA,3.4,0,>0%,274200,0.055696571845368345,BFA
Burundi,Africa,Eastern Africa,2001,48.4,7,6946720,852507678.9,91,NA,5.8,0,>0%,27830,0.4427596119295724,BDI
Cambodia,Asia,South-Eastern Asia,2001,60.8,3.62,12448881,3947765866,74.7,NA,2.6,0,>5%,181035,0.2188416604523987,KHM
Cameroon,Africa,Middle Africa,2001,54.2,5.57,16349364,10529854963,89.3,NA,3.2,80830,>5%,475440,0.10800521622076392,CMR
Canada,Americas,Northern America,2001,79.5,1.54,30991344,737849972166,5.3,NA,5.4,3890000,>60%,9984670,0.10439002991586102,CAN
Cape Verde,Africa,Western Africa,2001,68.6,3.53,447357,572322732.9,26.7,NA,5,0,>35%,4033,0.33473840813290356,CPV
Central African Republic,Africa,Middle Africa,2001,45.2,5.39,3794677,961916948.9,112.9,NA,1.2,0,>0%,622984,0.032549792611046194,CAF
Chad,Africa,Middle Africa,2001,51.7,7.32,8663599,1546522070,104.6,NA,2.3,103400,>0%,1284000,0.03115264797507788,TCD
Chile,Americas,South America,2001,77.4,2.05,15358418,77750400228,8.7,NA,4.5,6666,>60%,756102,0.10284855746975938,CHL
China,Asia,Eastern Asia,2001,70,1.46,1277188787,1297948353737,28.3,NA,NA,4189000,>35%,9596960,0.4278841424784515,CHN
Colombia,Americas,South America,2001,73.5,2.6,40988909,102048140770,20.6,NA,4.4,989900,>35%,1138910,0.1241309673284105,COL
Comoros,Africa,Eastern Africa,2001,63,5.31,561525,208622519.7,72.5,NA,7.6,0,>5%,2235,0.39373601789709173,COM
"Congo, Dem. Rep.",Africa,Middle Africa,2001,54.5,7.03,49449015,4215380704,105.3,NA,2.5,20000,>0%,2344858,0.06546110681329104,COD
"Congo, Rep.",Africa,Middle Africa,2001,53.5,5.13,3183883,3342249782,75.5,NA,6.2,250000,>0%,342000,0.05055263157894737,COG
Costa Rica,Americas,Central America,2001,78,2.35,3996800,16118090925,10.5,NA,6.3,0,>35%,51100,0.7635616438356164,CRI
Cote d'Ivoire,Africa,Western Africa,2001,52.1,5.29,16865376,10414794516,97.7,NA,4.6,36000,>0%,322463,0.25428033603855327,CIV
Croatia,Europe,Southern Europe,2001,74.6,1.42,4408458,22304474424,6.9,NA,4.3,10070,>60%,56594,0.5196663957309963,HRV
Cuba,Americas,Caribbean,2001,76.4,1.63,11151472,31537855021,6.1,NA,12.8,50000,>15%,110860,0.5489626556016598,CUB
Cyprus,Asia,Western Asia,2001,78.5,1.66,961482,9689915174,5.1,NA,7.3,0,>60%,9251,2.162577018700681,CYP
Czech Republic,Europe,Eastern Europe,2001,75.3,1.14,10244261,60628710342,5.3,NA,4.2,3000,>60%,78867,1.6568526760241926,CZE
Denmark,Europe,Northern Europe,2001,77.2,1.75,5354704,161210834024,4.5,NA,8.7,165200,>60%,43094,1.7155288439225878,DNK
Djibouti,Africa,Eastern Africa,2001,60.1,4.35,734088,562518771.1,78.1,NA,8.4,0,>5%,23200,0.13211206896551725,DJI
Dominican Republic,Americas,Caribbean,2001,73.4,2.86,8697127,24430811264,32.5,NA,2.2,0,>35%,48670,0.4048695294842819,DOM
Ecuador,Americas,South America,2001,73.4,3.03,12852753,16792401245,27.4,NA,4.4,556400,>35%,283561,0.15400566368435717,ECU
Egypt,Africa,Northern Africa,2001,69.7,3.24,69599945,103368058729,35.1,NA,3.8,478400,>35%,1001450,0.13723101502820909,EGY
El Salvador,Americas,Central America,2001,71.7,2.8,5844738,13358642293,25.5,NA,3.4,0,>15%,21041,0.3287866546266812,SLV
Equatorial Guinea,Africa,Middle Africa,2001,54,5.73,549007,2030554290,102.3,NA,0.6,248000,>15%,28051,0.10267013653702185,GNQ
Eritrea,Africa,Eastern Africa,2001,59.9,5.86,3655006,768210748.9,55.8,NA,2.1,0,>0%,117600,0.034098639455782315,ERI
Estonia,Europe,Northern Europe,2001,70,1.34,1391754,6031668953,8.2,NA,5.7,0,>60%,45228,1.2915008401874946,EST
Ethiopia,Africa,Eastern Africa,2001,52.7,6.38,68393128,8858552229,86.2,NA,4.7,0,>0%,1104300,0.04016933804219868,ETH
Fiji,Oceania,Melanesia,2001,64.4,3.05,814215,1717791938,20.5,NA,4.2,0,>35%,18274,0.18824559483419065,FJI
Finland,Europe,Northern Europe,2001,78.1,1.73,5188446,124575271789,3.4,NA,6.8,0,>60%,338145,0.2306702745863461,FIN
France,Europe,Western Europe,2001,79.2,1.84,59711914,1350682881887,4.4,NA,5.9,15340,>60%,643801,1.5974594634056176,FRA
French Polynesia,Oceania,Polynesia,2001,72.67,2.41,241276,26100,NA,NA,NA,0,>35%,4167,0.6215502759779218,PYF
Gabon,Africa,Middle Africa,2001,59,4.54,1260435,5175869092,54.7,NA,NA,240000,>5%,267667,0.03425898597884685,GAB
Gambia,Africa,Western Africa,2001,63.9,5.89,1267103,832291849.5,62,NA,4.1,0,>5%,11295,0.33111996458610005,GMB
Georgia,Asia,Western Asia,2001,71.7,1.59,4685769,3204377911,29.3,NA,2,1000,>35%,69700,0.2741606886657102,GEO
Germany,Europe,Western Europe,2001,78.4,1.35,81809438,1914968442701,4.3,NA,5.1,48830,>60%,357022,1.8066113572833047,DEU
Ghana,Africa,Western Africa,2001,59.9,4.62,19293804,5176588342,63,NA,8.1,105000,>15%,238533,0.4591188640565456,GHA
Greece,Europe,Southern Europe,2001,78.9,1.27,10987715,129640052497,6.5,NA,4.1,1162,>35%,131957,0.8863493410732284,GRC
Greenland,Americas,Northern America,2001,68,2.51,56334,1081578611,NA,NA,NA,0,>60%,2166086,NA,GRL
Grenada,Americas,Caribbean,2001,70.3,2.51,101849,499420151.6,13.3,NA,3.9,0,>35%,344,3.2761627906976742,GRD
Guatemala,Americas,Central America,2001,69.3,4.72,11976725,19740527581,38.5,NA,3,10040,>15%,108889,0.10562132079457062,GTM
Guinea,Africa,Western Africa,2001,54.4,5.87,8955756,3202122564,99.2,NA,2.5,0,>0%,245857,0.1803812785480991,GIN
Guinea-Bissau,Africa,Western Africa,2001,52.7,5.77,1343646,215886401.3,103.8,NA,NA,0,>0%,36125,0.0956401384083045,GNB
Guyana,Americas,South America,2001,63.9,2.61,743163,728702948.3,36.5,NA,3.2,0,>35%,214969,0.03707511315585038,GUY
Haiti,Americas,Caribbean,2001,59.2,4.18,8692564,3626291254,72.8,NA,NA,0,>5%,27750,0.15372972972972973,HTI
Honduras,Americas,Central America,2001,70.6,3.88,6371304,7299040640,29.4,NA,NA,0,>15%,112090,0.13151931483629226,HND
"Hong Kong, China",Asia,Eastern Asia,2001,80.73,0.9,6836538,169962054757,NA,NA,3.5,0,>60%,1108,1.8862815884476534,HKG
Hungary,Europe,Eastern Europe,2001,72.3,1.29,10195978,48107516796,9.1,NA,4.9,11410,>60%,93028,2.1452358429720086,HUN
Iceland,Europe,Northern Europe,2001,80.8,2,284037,9038371651,3,NA,7.6,0,>60%,103000,0.12514563106796117,ISL
India,Asia,Southern Asia,2001,61.9,3.08,1071888190,498161456345,64.2,NA,3.2,767600,>15%,3287263,1.4266707592303993,IND
Indonesia,Asia,South-Eastern Asia,2001,67.8,2.48,214448301,171033497474,39.4,NA,2.8,789800,>15%,1904569,0.2607450819581753,IDN
Iran,Asia,Southern Asia,2001,71.3,2.08,66812736,105003397805,27.1,NA,3.7,3614000,>15%,1648195,0.12065683975500471,IRN
Iraq,Asia,Western Asia,2001,66.4,4.88,24258794,24150537691,35.2,NA,NA,3368000,>5%,438317,0.13602712192317432,IRQ
Ireland,Europe,Northern Europe,2001,78.4,1.96,3901688,102198450879,5.8,NA,6.4,0,>60%,70273,1.3666130661847367,IRL
Israel,Asia,Western Asia,2001,78.8,2.92,6129980,124616185508,5.4,NA,5.6,390,>60%,20770,0.8938854116514203,ISR
Italy,Europe,Southern Europe,2001,79.8,1.23,57359179,1124573045861,4.4,NA,4.5,105700,>35%,301340,1.618437645184841,ITA
Jamaica,Americas,Caribbean,2001,74.2,2.58,2618325,9129789453,18.2,NA,6.1,0,>35%,10991,2.0126467109453188,JAM
Japan,Asia,Eastern Asia,2001,81.3,1.31,125974298,4748016360517,3.1,NA,3.8,4666,>60%,377915,3.2024423481470703,JPN
Jordan,Asia,Western Asia,2001,73.6,3.97,4850227,8909880504,22.6,NA,NA,22,>35%,89342,0.08062277540238634,JOR
Kazakhstan,Asia,Central Asia,2001,65.1,1.94,14942788,20761409353,35.7,NA,3.1,1632000,>35%,2724900,0.03575103673529304,KAZ
Kenya,Africa,Eastern Africa,2001,55.6,5,31863280,13170997390,64.5,NA,6.7,0,>35%,580367,0.2772004610875532,KEN
Kiribati,Oceania,Micronesia,2001,60.1,3.75,85858,66141846.03,51.9,NA,12,0,>5%,811,0.8261405672009864,KIR
South Korea,Asia,Eastern Asia,2001,76.7,1.3,46492324,554577928769,5.5,NA,5,0,>60%,99720,1.0527777777777778,KOR
Kuwait,Asia,Western Asia,2001,77.6,2.8,1990022,37992985756,10.7,NA,3.8,2619000,>60%,17818,0.3708609271523179,KWT
Kyrgyz Republic,Asia,Central Asia,2001,66,2.59,4998286,1442581268,39.8,NA,6.8,1000,>15%,199951,0.17004166020675066,KGZ
Lao,Asia,South-Eastern Asia,2001,56.6,3.99,5424701,1830766369,80.5,NA,2.8,0,>0%,236800,0.16709459459459458,LAO
Latvia,Europe,Northern Europe,2001,70,1.21,2345145,8463121187,13.6,NA,5,0,>60%,64589,1.1215532056542135,LVA
Lebanon,Asia,Western Asia,2001,76.3,2.14,3359875,17942756150,16.1,NA,2.2,0,>60%,10400,0.6701923076923076,LBN
Lesotho,Africa,Southern Africa,2001,48.9,3.98,1871489,776897959.9,85.2,NA,13,0,>5%,30355,0.19568440125185307,LSO
Liberia,Africa,Western Africa,2001,56.3,5.8,2998770,645965986.8,115.6,NA,2.8,0,>0%,111369,0.09517908933365658,LBR
Libya,Africa,Northern Africa,2001,75,2.98,5428303,32439047033,23.4,NA,NA,470000,>15%,1759540,0.05684667583572979,LBY
Lithuania,Europe,Northern Europe,2001,71.6,1.31,3458923,12204375000,9.2,NA,5.4,2000,>60%,65300,1.2889127105666156,LTU
Luxembourg,Europe,Western Europe,2001,78.7,1.68,440198,20779788756,3.7,NA,3.7,0,>60%,2586,1.1210363495746327,LUX
"Macao, China",Asia,Eastern Asia,2001,77.83,0.89,438088,6278746992,NA,NA,2.7,0,>35%,28,14.75,MAC
"Macedonia, FYR",Europe,Southern Europe,2001,73,1.64,2021585,3424565368,13.5,NA,NA,0,>35%,25713,0.5459495196982072,MKD
Madagascar,Africa,Eastern Africa,2001,59.6,5.44,16235767,4110920842,66.2,NA,2.7,0,>60%,587041,0.05872843634430985,MDG
Malawi,Africa,Eastern Africa,2001,45.9,6.19,11491824,1656767701,96.5,NA,5.4,0,>0%,118484,0.130397353229128,MWI
Malaysia,Asia,South-Eastern Asia,2001,73.6,2.68,23920963,94275263158,8.1,NA,5.9,597500,>35%,329847,0.43778782283907386,MYS
Maldives,Asia,Southern Asia,2001,73.7,3.06,285298,645905368.7,31.8,NA,6.8,0,>0%,298,0.2953020134228188,MDV
Mali,Africa,Western Africa,2001,54.1,6.82,11376094,2715588468,112.6,NA,4.8,0,>60%,1240192,0.01812138765610486,MLI
Malta,Europe,Southern Europe,2001,79.4,1.52,389323,3896082512,6.6,NA,6.9,0,>35%,316,9.79746835443038,MLT
Mauritania,Africa,Western Africa,2001,64.2,5.32,2796502,1319640344,76,NA,3.7,6003,>5%,1030700,0.010311438827980983,MRT
Mauritius,Africa,Eastern Africa,2001,71.6,1.97,1193950,4700497863,15.1,NA,3.5,0,>5%,2040,1.0534313725490196,MUS
Mexico,Americas,Central America,2001,74.9,2.61,104239563,580513674392,20.4,NA,5.1,2459000,>35%,1964375,0.19225453388482341,MEX
"Micronesia, Fed. Sts.",Oceania,Micronesia,2001,66.8,4.2,107170,237472671.4,41.5,NA,NA,0,>15%,702,0.3418803418803419,FSM
Moldova,Europe,Eastern Europe,2001,69.2,1.54,4185513,1367013857,23.7,NA,8.4,0,>35%,33851,0.27626953413488525,MDA
Mongolia,Asia,Eastern Asia,2001,62.7,2.1,2419729,1170465415,45.3,NA,5.5,20850,>15%,1564116,0.03148679509703884,MNG
Montenegro,Europe,Southern Europe,2001,73.5,1.8,613239,995106672,12,NA,NA,0,>35%,13812,0.5620474949319433,MNE
Morocco,Africa,Northern Africa,2001,71.8,2.61,29250983,39816388505,40.5,NA,5.4,500,>35%,446550,0.13076923076923078,MAR
Mozambique,Africa,Eastern Africa,2001,52.8,5.76,18792357,4754303084,109.3,NA,5,0,>5%,799380,0.03794315594585804,MOZ
Namibia,Africa,Southern Africa,2001,53.4,3.94,1931005,3954636212,49.2,NA,8.4,0,>5%,824292,0.05354655874374615,NAM
Nepal,Asia,Southern Asia,2001,65.9,3.92,24140941,5757963273,56.7,NA,4.7,0,>5%,147181,0.07367798832729767,NPL
Netherlands,Europe,Western Europe,2001,78.3,1.71,15984365,392490611985,5,NA,5.9,28120,>60%,41543,3.3530317983775846,NLD
New Caledonia,Oceania,Melanesia,2001,73.7,2.34,213904,38800,NA,NA,NA,0,>60%,18575,0.30266487213997306,NCL
New Zealand,Oceania,Australia and New Zealand,2001,78.6,1.96,3906911,53451262721,5.9,NA,7.4,39860,>60%,267710,0.35172388031825486,NZL
Nicaragua,Americas,Central America,2001,76.2,3.14,5100750,4052872049,31.2,NA,4.6,0,>5%,130370,0.18330137301526425,NIC
Niger,Africa,Western Africa,2001,52.9,7.7,11642308,1926127106,97.7,NA,4.2,20000,>0%,1267000,0.014955801104972376,NER
Nigeria,Africa,Western Africa,2001,55.4,6.08,126014935,47408936530,109,NA,NA,2423000,>35%,923768,0.20914342129192612,NGA
Norway,Europe,Northern Europe,2001,78.9,1.78,4514907,171637634124,3.8,NA,6.9,1568000,>60%,323802,0.28989938295625106,NOR
Oman,Asia,Western Asia,2001,75.4,3.49,2272547,21354315272,13.3,NA,4.3,943500,>60%,309500,0.19463651050080774,OMN
Pakistan,Asia,Southern Asia,2001,62.5,4.29,141282077,75418468995,86,NA,2.1,98000,>5%,796095,0.3294280205251886,PAK
Panama,Americas,Central America,2001,76.7,2.8,3086887,11687233385,21.4,NA,3.5,0,>35%,75420,0.20070273137098912,PAN
Papua New Guinea,Oceania,Melanesia,2001,57.6,4.45,5512835,3517077155,57.8,NA,NA,34210,>0%,462840,0.020199204908823782,PNG
Paraguay,Americas,South America,2001,74.2,3.6,5406625,7217236774,26.9,NA,4.8,0,>15%,406752,0.07881706789395013,PRY
Peru,Americas,South America,2001,75.2,2.87,26261363,53404908563,27.6,NA,2.8,69300,>35%,1285216,0.10945397505166447,PER
Philippines,Asia,South-Eastern Asia,2001,69,3.77,79604541,83371189500,29.4,NA,2.7,21000,>35%,300000,0.7105033333333334,PHL
Poland,Europe,Eastern Europe,2001,74.2,1.3,38466543,173340512233,7.6,NA,5.2,19260,>60%,312685,1.3177319027135936,POL
Portugal,Europe,Southern Europe,2001,76.8,1.46,10320463,119616127053,5.2,NA,5.6,0,>60%,92090,0.9002063199044413,PRT
Puerto Rico,Americas,Caribbean,2001,75.8,1.86,3799366,65596986166,NA,NA,NA,0,>35%,13790,1.9479332849891227,PRI
Qatar,Asia,Western Asia,2001,75,3.13,613720,18350889420,10.2,NA,2.5,1540000,>60%,11586,0.8484377697220784,QAT
Romania,Europe,Eastern Europe,2001,71.1,1.27,21983221,39164637562,22.4,NA,4.2,83350,>35%,238391,0.35313833156453056,ROU
Russia,Europe,Eastern Europe,2001,65.1,1.22,145818121,272932811945,18.8,NA,4.1,10840000,>35%,17098242,0.07505958799740932,RUS
Rwanda,Africa,Eastern Africa,2001,51,5.79,8329113,1882389602,102.3,NA,5.1,0,>5%,26338,0.17844938871592375,RWA
St. Lucia,Americas,Caribbean,2001,72.1,2.22,158650,684141271,15.1,NA,4.1,0,>60%,616,1.9642857142857142,LCA
St. Vincent and the Grenadines,Americas,Caribbean,2001,69.7,2.32,107989,406289600.4,19.2,NA,5.1,0,>60%,389,2.1311053984575836,VCT
Samoa,Oceania,Polynesia,2001,71,4.48,175567,263035595.6,17.9,NA,5.8,0,>5%,2831,0.825503355704698,WSM
Saudi Arabia,Asia,Western Asia,2001,77.1,3.8,22007937,189473468746,18.7,NA,5.1,9735000,>35%,2149690,0.10297856900297252,SAU
Senegal,Africa,Western Africa,2001,60.2,5.48,10118078,4906757093,66.4,NA,5.6,0,>15%,196722,0.07120708410853896,SEN
Serbia,Europe,Southern Europe,2001,72.4,1.6,9384816,6405179456,10.6,NA,4.8,16840,>35%,77474,0.5711335415752381,SRB
Seychelles,Africa,Eastern Africa,2001,71.1,2.16,82519,600914842.4,12.3,NA,3.6,0,>35%,455,1.1164835164835165,SYC
